0.99 2.18 1.0 0.0 0.0
0.42 1.02 1.0 0.0 0.0
0.56 2.96 1.0 0.0 0.0
0.67 1.08 1.0 0.0 0.0
1.15 1.5 1.0 0.0 0.0
0.65 3.51 1.0 0.0 0.0
0.56 3.77 1.0 0.0 0.0
0.35 1.18 1.0 0.0 0.0
1.1 1.84 1.0 0.0 0.0
0.75 1.12 1.0 0.0 0.0
0.15 3.12 1.0 0.0 0.0
0.64 1.87 1.0 0.0 0.0
0.4 2.52 1.0 0.0 0.0
0.19 3.51 1.0 0.0 0.0
0.74 1.45 1.0 0.0 0.0
0.29 1.69 1.0 0.0 0.0
0.56 3.8 1.0 0.0 0.0
0.29 3.45 1.0 0.0 0.0
0.25 1.94 1.0 0.0 0.0
0.64 3.81 0.0 0.0 1.0
0.46 0.48 1.0 0.0 0.0
1.18 1.15 0.0 0.0 1.0
0.14 1.81 1.0 0.0 0.0
0.86 1.37 1.0 0.0 0.0
0.69 0.72 1.0 0.0 0.0
0.19 3.53 1.0 0.0 0.0
0.3 1.39 1.0 0.0 0.0
0.19 1.25 1.0 0.0 0.0
0.21 1.75 1.0 0.0 0.0
0.6 2.29 1.0 0.0 0.0
0.74 2.49 1.0 0.0 0.0
0.58 3.85 0.0 0.0 1.0
0.12 3.16 1.0 0.0 0.0
0.31 3.07 1.0 0.0 0.0
0.36 3.82 0.0 0.0 1.0
0.47 0.61 1.0 0.0 0.0
1.23 1.91 0.0 0.0 1.0
0.91 0.75 0.0 0.0 1.0
0.71 3.02 1.0 0.0 0.0
0.73 2.22 1.0 0.0 0.0
1.04 1.82 1.0 0.0 0.0
0.19 3.48 1.0 0.0 0.0
0.71 2.18 1.0 0.0 0.0
0.98 1.59 1.0 0.0 0.0
0.46 2.83 1.0 0.0 0.0
0.51 1.84 1.0 0.0 0.0
1.02 1.65 1.0 0.0 0.0
0.91 2.5 1.0 0.0 0.0
0.25 3.34 1.0 0.0 0.0
0.76 2.4 1.0 0.0 0.0
0.65 3.23 1.0 0.0 0.0
0.2 0.94 1.0 0.0 0.0
0.2 0.74 1.0 0.0 0.0
0.64 0.62 1.0 0.0 0.0
0.36 3.64 1.0 0.0 0.0
0.63 0.57 1.0 0.0 0.0
0.33 1.11 1.0 0.0 0.0
0.44 3.28 1.0 0.0 0.0
0.66 1.67 1.0 0.0 0.0
0.57 3.71 1.0 0.0 0.0
1.07 1.25 1.0 0.0 0.0
0.74 3.19 1.0 0.0 0.0
0.77 1.3 1.0 0.0 0.0
0.29 3.32 1.0 0.0 0.0
0.81 1.24 1.0 0.0 0.0
0.99 2.12 1.0 0.0 0.0
0.59 0.94 1.0 0.0 0.0
0.75 2.91 1.0 0.0 0.0
0.39 2.12 1.0 0.0 0.0
0.26 1.11 1.0 0.0 0.0
1.0 1.97 1.0 0.0 0.0
0.2 0.26 0.0 0.0 1.0
0.89 2.6 1.0 0.0 0.0
0.68 2.66 1.0 0.0 0.0
0.34 2.09 1.0 0.0 0.0
1.19 1.49 1.0 0.0 0.0
0.43 3.18 1.0 0.0 0.0
0.26 3.05 1.0 0.0 0.0
0.85 1.89 1.0 0.0 0.0
0.67 1.13 1.0 0.0 0.0
0.42 2.72 1.0 0.0 0.0
0.48 3.35 1.0 0.0 0.0
0.47 3.18 1.0 0.0 0.0
0.51 3.68 1.0 0.0 0.0
0.96 1.88 1.0 0.0 0.0
0.31 2.45 1.0 0.0 0.0
1.07 1.07 1.0 0.0 0.0
0.75 1.19 1.0 0.0 0.0
0.24 3.57 1.0 0.0 0.0
0.19 3.15 1.0 0.0 0.0
0.28 1.99 1.0 0.0 0.0
1.01 2.35 1.0 0.0 0.0
0.69 2.53 1.0 0.0 0.0
0.76 3.24 1.0 0.0 0.0
0.25 0.81 1.0 0.0 0.0
0.46 1.68 1.0 0.0 0.0
0.76 0.91 1.0 0.0 0.0
0.87 1.8 1.0 0.0 0.0
0.11 3.34 1.0 0.0 0.0
0.31 2.1 1.0 0.0 0.0
0.46 0.5 1.0 0.0 0.0
0.8 1.22 1.0 0.0 0.0
0.38 1.93 1.0 0.0 0.0
0.67 3.13 1.0 0.0 0.0
0.38 3.02 1.0 0.0 0.0
0.29 2.82 1.0 0.0 0.0
0.32 2.48 1.0 0.0 0.0
0.39 3.43 1.0 0.0 0.0
0.16 0.98 1.0 0.0 0.0
0.68 1.41 1.0 0.0 0.0
0.84 2.83 1.0 0.0 0.0
0.25 3.35 1.0 0.0 0.0
0.46 1.52 1.0 0.0 0.0
0.4 2.44 1.0 0.0 0.0
0.56 0.55 1.0 0.0 0.0
0.48 2.13 1.0 0.0 0.0
0.99 2.63 0.0 0.0 1.0
0.48 3.52 1.0 0.0 0.0
0.93 1.44 1.0 0.0 0.0
1.02 2.26 1.0 0.0 0.0
0.31 0.75 1.0 0.0 0.0
0.52 1.95 1.0 0.0 0.0
0.27 3.48 1.0 0.0 0.0
1.02 2.69 0.0 0.0 1.0
0.66 3.39 1.0 0.0 0.0
0.17 2.91 1.0 0.0 0.0
0.56 2.71 1.0 0.0 0.0
0.59 1.8 1.0 0.0 0.0
0.41 1.16 1.0 0.0 0.0
0.65 1.48 1.0 0.0 0.0
0.3 2.2 1.0 0.0 0.0
0.87 1.46 1.0 0.0 0.0
0.32 3.74 0.0 0.0 1.0
0.25 3.27 1.0 0.0 0.0
0.36 3.21 1.0 0.0 0.0
0.94 2.27 1.0 0.0 0.0
0.56 2.06 1.0 0.0 0.0
0.29 0.45 1.0 0.0 0.0
0.55 2.09 1.0 0.0 0.0
0.17 1.64 1.0 0.0 0.0
0.83 2.6 1.0 0.0 0.0
0.8 1.12 1.0 0.0 0.0
0.84 1.4 1.0 0.0 0.0
0.15 3.06 1.0 0.0 0.0
0.35 0.69 1.0 0.0 0.0
0.25 2.05 1.0 0.0 0.0
0.49 0.4 0.0 0.0 1.0
0.61 0.97 1.0 0.0 0.0
1.24 1.73 0.0 0.0 1.0
1.07 1.98 1.0 0.0 0.0
0.18 1.28 1.0 0.0 0.0
0.33 2.43 1.0 0.0 0.0
1.09 1.39 1.0 0.0 0.0
0.65 3.38 1.0 0.0 0.0
0.34 2.4 1.0 0.0 0.0
0.82 1.95 1.0 0.0 0.0
0.21 3.59 1.0 0.0 0.0
0.19 3.01 1.0 0.0 0.0
0.64 1.86 1.0 0.0 0.0
0.75 0.71 1.0 0.0 0.0
0.37 0.44 1.0 0.0 0.0
0.24 2.22 1.0 0.0 0.0
0.21 1.04 1.0 0.0 0.0
0.62 1.27 1.0 0.0 0.0
1.09 1.27 1.0 0.0 0.0
0.7 2.68 1.0 0.0 0.0
0.79 1.46 1.0 0.0 0.0
0.92 2.98 0.0 0.0 1.0
1.01 1.25 1.0 0.0 0.0
0.57 1.71 1.0 0.0 0.0
0.31 0.92 1.0 0.0 0.0
0.35 2.23 1.0 0.0 0.0
1.04 0.88 0.0 0.0 1.0
0.75 1.89 1.0 0.0 0.0
0.4 0.82 1.0 0.0 0.0
0.24 1.4 1.0 0.0 0.0
0.49 0.8 1.0 0.0 0.0
0.84 0.95 1.0 0.0 0.0
1.05 1.64 1.0 0.0 0.0
0.95 1.12 1.0 0.0 0.0
1.09 1.3 1.0 0.0 0.0
0.32 2.73 1.0 0.0 0.0
0.95 2.12 1.0 0.0 0.0
1.06 1.85 1.0 0.0 0.0
0.73 1.87 1.0 0.0 0.0
0.95 1.65 1.0 0.0 0.0
0.46 1.57 1.0 0.0 0.0
0.64 2.17 1.0 0.0 0.0
0.74 1.23 1.0 0.0 0.0
1.07 2.35 0.0 0.0 1.0
0.56 2.89 1.0 0.0 0.0
0.69 2.65 1.0 0.0 0.0
0.3 1.68 1.0 0.0 0.0
0.53 2.82 1.0 0.0 0.0
0.93 1.86 1.0 0.0 0.0
0.98 2.2 1.0 0.0 0.0
1.01 2.18 1.0 0.0 0.0
0.58 0.96 1.0 0.0 0.0
0.53 1.09 1.0 0.0 0.0
0.92 0.86 1.0 0.0 0.0
0.37 3.2 1.0 0.0 0.0
0.28 0.79 1.0 0.0 0.0
0.16 0.86 1.0 0.0 0.0
0.43 2.46 1.0 0.0 0.0
0.61 3.41 1.0 0.0 0.0
0.15 1.33 1.0 0.0 0.0
0.16 0.95 1.0 0.0 0.0
0.92 2.1 1.0 0.0 0.0
0.48 3.2 1.0 0.0 0.0
0.78 0.89 1.0 0.0 0.0
0.45 2.57 1.0 0.0 0.0
1.02 2.22 1.0 0.0 0.0
0.32 1.63 1.0 0.0 0.0
0.45 3.01 1.0 0.0 0.0
0.54 0.6 1.0 0.0 0.0
0.11 0.17 0.0 0.0 1.0
0.35 1.86 1.0 0.0 0.0
0.9 1.39 1.0 0.0 0.0
0.6 1.6 1.0 0.0 0.0
0.64 0.5 0.0 0.0 1.0
0.14 3.33 1.0 0.0 0.0
0.36 1.38 1.0 0.0 0.0
0.2 2.74 1.0 0.0 0.0
0.28 3.24 1.0 0.0 0.0
0.5 0.89 1.0 0.0 0.0
0.44 0.7 1.0 0.0 0.0
1.1 1.18 1.0 0.0 0.0
0.19 1.02 1.0 0.0 0.0
0.14 2.72 1.0 0.0 0.0
0.79 1.76 1.0 0.0 0.0
0.47 3.58 1.0 0.0 0.0
0.44 0.88 1.0 0.0 0.0
1.12 1.66 1.0 0.0 0.0
0.74 1.57 1.0 0.0 0.0
0.87 2.87 1.0 0.0 0.0
0.49 2.04 1.0 0.0 0.0
0.4 0.85 1.0 0.0 0.0
0.31 2.64 1.0 0.0 0.0
0.58 1.22 1.0 0.0 0.0
0.26 2.63 1.0 0.0 0.0
0.8 0.64 0.0 0.0 1.0
0.91 2.38 1.0 0.0 0.0
0.69 3.09 1.0 0.0 0.0
0.68 2.46 1.0 0.0 0.0
0.55 2.84 1.0 0.0 0.0
0.79 3.24 0.0 0.0 1.0
0.57 1.5 1.0 0.0 0.0
0.54 1.57 1.0 0.0 0.0
0.33 1.73 1.0 0.0 0.0
0.14 2.95 1.0 0.0 0.0
0.45 3.25 1.0 0.0 0.0
0.87 2.43 1.0 0.0 0.0
0.1 2.44 1.0 0.0 0.0
0.89 1.62 1.0 0.0 0.0
0.91 1.0 1.0 0.0 0.0
0.6 1.9 1.0 0.0 0.0
0.12 3.33 1.0 0.0 0.0
1.2 1.35 0.0 0.0 1.0
0.18 1.12 1.0 0.0 0.0
0.62 1.31 1.0 0.0 0.0
0.64 1.05 1.0 0.0 0.0
0.17 2.52 1.0 0.0 0.0
0.28 2.85 1.0 0.0 0.0
0.42 1.68 1.0 0.0 0.0
0.59 3.47 1.0 0.0 0.0
0.32 0.47 1.0 0.0 0.0
0.92 1.27 1.0 0.0 0.0
0.54 0.62 1.0 0.0 0.0
0.95 2.23 1.0 0.0 0.0
0.69 1.25 1.0 0.0 0.0
0.6 1.83 1.0 0.0 0.0
0.83 1.86 1.0 0.0 0.0
0.68 3.37 1.0 0.0 0.0
1.1 1.4 1.0 0.0 0.0
0.23 2.07 1.0 0.0 0.0
0.19 0.82 1.0 0.0 0.0
1.05 1.08 1.0 0.0 0.0
0.56 2.55 1.0 0.0 0.0
0.43 0.37 0.0 0.0 1.0
0.65 2.04 1.0 0.0 0.0
0.5 1.47 1.0 0.0 0.0
1.15 2.11 0.0 0.0 1.0
0.34 1.69 1.0 0.0 0.0
0.87 1.02 1.0 0.0 0.0
0.47 1.55 1.0 0.0 0.0
0.95 1.54 1.0 0.0 0.0
0.57 3.36 1.0 0.0 0.0
1.23 1.54 0.0 0.0 1.0
1.13 1.22 1.0 0.0 0.0
0.64 1.15 1.0 0.0 0.0
0.9 1.06 1.0 0.0 0.0
0.4 1.1 1.0 0.0 0.0
0.75 3.27 1.0 0.0 0.0
0.94 0.91 1.0 0.0 0.0
0.66 2.34 1.0 0.0 0.0
0.91 1.31 1.0 0.0 0.0
0.41 0.71 1.0 0.0 0.0
0.59 3.15 1.0 0.0 0.0
0.1 3.5 0.0 0.0 1.0
0.56 2.73 1.0 0.0 0.0
0.73 1.53 1.0 0.0 0.0
0.43 1.94 1.0 0.0 0.0
0.26 1.31 1.0 0.0 0.0
0.17 1.75 1.0 0.0 0.0
0.74 2.61 1.0 0.0 0.0
0.95 2.81 0.0 0.0 1.0
0.19 2.35 1.0 0.0 0.0
0.8 3.23 0.0 0.0 1.0
0.57 1.93 1.0 0.0 0.0
0.2 2.1 1.0 0.0 0.0
1.03 1.58 1.0 0.0 0.0
0.27 2.6 1.0 0.0 0.0
