The initial conditions, the periods $T$ and the stability of the "panio-trio" periodic orbits in the case of the initial position $\bm{r}_1 = (-1, 0, 0)$, 
$\bm{r}_2=(1, 0, 0)$ and $\bm{r}_3 = (0, 0, z_0)$ with the initial velocities $\bm{v}_1 = (v_x, v_y, v_z)$, $\bm{v}_2 = (v_x, v_y, -v_z)$ 
and $\bm{v}_3 = (-2 v_x/m_3, -2 v_y/m_3, 0)$. Stability of periodic orbit: S (linearly stable), U (linearly unstable).
------------------------------------------------------------------------------------------------------------------------------------------------------
Orbit O_{n}(m_3)            z_0                      v_x                    v_y                         v_z                     T           stability
------------------------------------------------------------------------------------------------------------------------------------------------------
O_{50}(0.4)         2.12752903483315e-01     2.49867956101367e-01     3.49853042343309e-02     3.43576317431247e-04     1.05330623626924e+02    S
O_{62}(0.4)         2.41129936269425e-01     2.42906714685526e-01     3.03882898984410e-02     2.93992501002631e-04     1.10387609178131e+02    U
O_{67}(0.4)         2.09158578553905e-01     2.46341790207023e-01     3.03790500940823e-02    -6.13665171691193e-03     1.11253945784275e+02    U
O_{68}(0.4)         2.15935255496587e-01     2.46806860905345e-01     3.02229645851569e-02    -4.46170640968614e-03     1.11690205157424e+02    S
O_{69}(0.4)         1.53709558208379e-01     2.55080648978036e-01     4.68139224180319e-02     2.76175039818286e-03     1.11912003556651e+02    U
O_{70}(0.4)         2.20711118652267e-01     2.47551786973339e-01     3.00182691711651e-02    -3.16279387741220e-03     1.12226312472729e+02    U
O_{84}(0.4)         2.21057394252072e-01     2.43862497123233e-01     2.50202047390211e-02    -8.19296109598901e-03     1.18002396709829e+02    S
O_{91}(0.4)         1.73415473184618e-01     2.54509828521192e-01     4.27049691312407e-02     3.32628506993265e-03     1.20122719289350e+02    S
O_{105}(0.4)        2.24096774243019e-01     2.41606606940666e-01     1.87361694449261e-02    -1.18890126073708e-02     1.24485267419072e+02    S
O_{120}(0.4)        1.77427922301168e-01     2.48820046261975e-01     3.73652002264609e-02    -3.13754291995453e-03     1.32759087925152e+02    S
O_{125}(0.4)        2.33887361852244e-01     2.35855075537539e-01     3.34598091748687e-02     1.66201743525785e-03     1.34121055900006e+02    U
O_{130}(0.4)        1.31048528527278e-01     2.46855650444890e-01     4.75428063948126e-02    -2.47766968756342e-03     1.35421904505338e+02    U
O_{131}(0.4)        2.73260693947059e-01     2.44049701960575e-01     1.37681679891806e-02     1.01007954112596e-03     1.35684986119595e+02    U
O_{142}(0.4)        3.37148852554660e-01     2.25669397423616e-01     1.01273942574831e-02     6.23857486209808e-03     1.38961218299736e+02    U
O_{143}(0.4)        1.79738556795258e-01     2.46524514076490e-01     3.45911161817855e-02    -5.66764221506225e-03     1.39198650008041e+02    S
O_{151}(0.4)        1.49915260350621e-01     2.54483204751817e-01     4.45650815750175e-02     2.00076946363494e-03     1.40783275626533e+02    S
O_{158}(0.4)        2.16444915545034e-01     2.39011200914274e-01     3.14474065094279e-02    -1.94287311654733e-03     1.43139059758050e+02    S
O_{167}(0.4)        3.12649957961180e-01     2.26297717025947e-01     7.51709013357149e-03     1.60308459583309e-03     1.45662849317054e+02    U
O_{168}(0.4)        1.80881051255272e-01     2.44678193058190e-01     3.16889377733948e-02    -8.14290528423225e-03     1.45771481521152e+02    S
O_{174}(0.4)        1.51010536042035e-01     2.51906764471783e-01     4.26638730121299e-02    -4.69637514713837e-04     1.47079018802995e+02    S
O_{181}(0.4)        1.33839462915709e-01     2.43510141755828e-01     4.26695605766002e-02    -6.75735185319175e-03     1.48710944687969e+02    S
O_{195}(0.4)        2.87439957901365e-01     2.26319105320982e-01     4.00188146669049e-03    -3.08777008995815e-03     1.51941993069000e+02    U
O_{197}(0.4)        1.81832764969779e-01     2.43059980340843e-01     2.86813779263897e-02    -1.03844516415436e-02     1.52387035666175e+02    S
O_{201}(0.4)        1.51801755907320e-01     2.49823890417817e-01     4.06690943937751e-02    -2.70629552117016e-03     1.53570010930002e+02    S
O_{207}(0.4)        3.15456746470960e-01     2.28398958181428e-01     3.88331895526239e-03     3.57863254171795e-03     1.54734089509181e+02    U
O_{214}(0.4)        1.85187571876793e-01     2.52661125935044e-01     3.97071140078728e-02     6.99532288864576e-03     1.56787510209387e+02    U
O_{217}(0.4)        2.27993589023439e-01     2.47668566383478e-01     2.82972476984666e-02     4.30503411308506e-03     1.57571370008819e+02    U
O_{223}(0.4)        1.15621166714142e-01     2.51135472523686e-01     4.71470936289863e-02    -2.88607295437708e-03     1.58562678236119e+02    S
O_{231}(0.4)        1.53741886305512e-01     2.47792695108332e-01     3.87146888481360e-02    -4.42005913234502e-03     1.60008040563659e+02    S
O_{236}(0.4)        1.32277796164800e-01     2.54301449614306e-01     4.56986844962499e-02     1.11952864044487e-03     1.61342457915269e+02    S
O_{261}(0.4)        1.54104213870188e-01     2.46226685148366e-01     3.66680400341691e-02    -6.29426363288750e-03     1.66635765210549e+02    S
O_{263}(0.4)        1.32871839822967e-01     2.52145565307968e-01     4.41736040672742e-02    -7.49369154677908e-04     1.67706691466272e+02    S
O_{266}(0.4)        2.02577034514054e-01     2.42577806657213e-01     2.20170348551748e-02    -8.81697277555728e-03     1.68154337005589e+02    S
O_{269}(0.4)        1.15216639680929e-01     2.58076500718196e-01     4.91247525970957e-02     3.22969411555556e-03     1.68844359317285e+02    S
O_{274}(0.4)        1.24916341577676e-01     2.64597036489983e-01     4.07035394305640e-02     1.10041369440360e-03     1.69456839648080e+02    U
O_{282}(0.4)        1.59174564994148e-01     2.58517970703978e-01     2.32109493413851e-02    -4.19487305002430e-03     1.71814090999308e+02    U
O_{285}(0.4)        1.83639917112853e-01     2.39242901410643e-01     1.83957899087997e-02    -1.60381084453490e-02     1.72424529198197e+02    S
O_{288}(0.4)        1.54556330730445e-01     2.44801526963923e-01     3.46148706905762e-02    -7.96149815333318e-03     1.73281339868396e+02    S
O_{292}(0.4)        1.33221663767266e-01     2.50361711917975e-01     4.25818486410164e-02    -2.47395692268068e-03     1.74237428576929e+02    S
O_{307}(0.4)        1.19646830037654e-01     2.40225653648931e-01     4.83518518273238e-02    -1.33494220168369e-03     1.78197277792000e+02    U
O_{309}(0.4)        1.50116977130185e-01     2.54723414035767e-01     4.10120870470281e-02     2.88216016078382e-03     1.78442878909589e+02    U
O_{318}(0.4)        1.54924695290293e-01     2.43521887350693e-01     3.25415429693056e-02    -9.48585573129881e-03     1.79955656704797e+02    S
O_{323}(0.4)        1.35490740515110e-01     2.48458329312254e-01     4.10760261821094e-02    -3.56669225721556e-03     1.80615195715856e+02    S
O_{327}(0.4)        1.18560031599018e-01     2.54095100271138e-01     4.64267928645187e-02     5.42082622726743e-04     1.81862096587655e+02    S
O_{354}(0.4)        1.54812262675395e-01     2.42416521239427e-01     3.04308884919780e-02    -1.09791337863663e-02     1.86682232134158e+02    S
O_{357}(0.4)        1.35101320269093e-01     2.47155240547053e-01     3.94336983131719e-02    -5.15038977346827e-03     1.87318687117269e+02    S
O_{363}(0.4)        1.18844212629813e-01     2.52231585003180e-01     4.51463306056807e-02    -9.38074572644801e-04     1.88264183018158e+02    S
O_{368}(0.4)        1.51008588546920e-01     2.54092880312214e-01     3.00820149598606e-02    -5.20606127058926e-03     1.89082040185914e+02    U
O_{369}(0.4)        1.04698500193457e-01     2.57196239376284e-01     4.93157560287320e-02     2.18790469742649e-03     1.89135541102586e+02    U
O_{371}(0.4)        1.84563708021952e-01     2.53199454691041e-01     3.03899511955265e-02     2.96704661163662e-03     1.89617829072816e+02    U
O_{388}(0.4)        2.39788865446647e-01     2.41570912232350e-01     1.13059903801356e-02    -9.16025301252069e-04     1.92266528689228e+02    S
O_{397}(0.4)        1.35316739368448e-01     2.45880706494734e-01     3.78225939554242e-02    -6.45956427499177e-03     1.93983002346140e+02    S
O_{402}(0.4)        1.18956664871952e-01     2.50669463013094e-01     4.38102920238232e-02    -2.31701865430823e-03     1.94821711633964e+02    S
O_{423}(0.4)        1.12005516816825e-01     2.57256603668360e-01     4.73589524565072e-02     2.88780121857020e-03     1.97582269774003e+02    S
O_{434}(0.4)        1.35610745934060e-01     2.44706097653900e-01     3.62147641472725e-02    -7.63478824310789e-03     2.00661458552962e+02    S
O_{39}(0.5)         2.94702642092436e-01     3.01922701770302e-01     7.69780971469124e-02     7.24538180487953e-03     7.24529188817554e+01    U
O_{43}(0.5)         2.65946253938794e-01     3.04217098654029e-01     7.56485178334899e-02    -1.06570914329789e-03     8.17526173172782e+01    U
O_{48}(0.5)         2.53562697456734e-01     3.02493306237859e-01     7.61315116291683e-02    -3.96799605208219e-03     9.01184101224231e+01    S
O_{51}(0.5)         2.42550990919563e-01     3.01938517694713e-01     7.65344818027424e-02    -5.47987697774509e-03     9.88681844819803e+01    S
O_{80}(0.5)         3.85237748009456e-01     2.90338362938157e-01     4.46995733150322e-02     3.00999780427280e-03     1.19415436151052e+02    U
O_{82}(0.5)         3.67419834653315e-01     2.92727508191919e-01     4.57642052886909e-02    -1.83149524653571e-04     1.19763362578633e+02    U
O_{94}(0.5)         1.86545683014730e-01     2.96265656133027e-01     7.95762222959574e-02    -1.43752265522855e-02     1.30834575142433e+02    S
O_{98}(0.5)         2.10063244378882e-01     2.98190996603265e-01     7.88040679448796e-02    -6.27545419083386e-03     1.32667309845785e+02    U
O_{108}(0.5)        4.91313649582242e-01     2.52912604426211e-01     3.60908782723330e-02     1.82964781742211e-04     1.36670935426539e+02    U
O_{110}(0.5)        1.68853044643542e-01     3.09136388035852e-01     7.35781473201400e-02    -2.06820957663442e-02     1.37206354775577e+02    U
O_{113}(0.5)        2.99957832467686e-01     2.97864405414357e-01     6.02615472641381e-02     3.95654693817488e-03     1.38730242305551e+02    S
O_{114}(0.5)        4.02412088416643e-01     2.63433414295083e-01     1.82327981972809e-02    -2.48041151565517e-02     1.39384311771433e+02    S
O_{116}(0.5)        1.41414312941687e-01     3.02328114809407e-01     9.18129918171821e-02    -6.06659515513950e-03     1.39526615148946e+02    S
O_{123}(0.5)        4.74871130310870e-01     2.48507628700135e-01     3.70769696672997e-02    -6.94961149605261e-04     1.41588055361781e+02    U
O_{134}(0.5)        5.53635314567277e-01     2.38975316559520e-01     1.09989274571123e-02    -2.90728826244957e-03     1.45412438345032e+02    S
O_{145}(0.5)        1.39563709587548e-01     3.02286226622092e-01     9.08506293259464e-02    -6.26074759457970e-03     1.48457977896108e+02    S
O_{168}(0.5)        5.47246405174598e-01     2.39391383384204e-01     2.15919919600125e-02    -6.78542459736142e-04     1.53482606117828e+02    U
O_{170}(0.5)        1.64120172426406e-01     3.10221149163437e-01     8.73114937740747e-02     3.78302398795803e-03     1.54185580712539e+02    S
O_{173}(0.5)        1.36607072166507e-01     3.01760950064265e-01     9.02040340146708e-02    -6.65554812270443e-03     1.57044162014030e+02    S
O_{176}(0.5)        3.70032241703111e-01     2.90578308356291e-01     3.13099376012651e-02    -1.79663629957584e-03     1.58119083036200e+02    U
O_{194}(0.5)        1.72946848732924e-01     2.55124881224087e-01     9.39034337076176e-02    -1.00965335413098e-03     1.63020344837281e+02    U
O_{201}(0.5)        1.33170647271839e-01     3.01087460063866e-01     8.97180604141622e-02    -7.11452084100224e-03     1.65475860910095e+02    S
O_{204}(0.5)        3.34005403567383e-01     2.90702914488870e-01     4.41989522414813e-02     1.13069317928110e-03     1.65743947743566e+02    U
O_{231}(0.5)        2.25299047484840e-01     3.11957211608737e-01     6.13331741031019e-02    -3.36048635727742e-03     1.72868334686283e+02    S
O_{235}(0.5)        1.29633214037128e-01     3.00423788028900e-01     8.93075753636674e-02    -7.54359244689617e-03     1.73858808589463e+02    U
O_{237}(0.5)        1.09393070698655e-01     3.05740080234899e-01     9.58467872369100e-02    -3.24963574266627e-03     1.74259777290539e+02    U
O_{259}(0.5)        1.41383352840062e-01     3.07824397237853e-01     8.63111771360075e-02    -2.41935473713297e-03     1.79582837474877e+02    U
O_{260}(0.5)        5.78719124621719e-01     2.32360842471911e-01     1.19577583933557e-02     2.35675824094450e-04     1.79918648089083e+02    U
O_{303}(0.5)        9.30199481909570e-02     3.09843285079660e-01     9.90083351170448e-02    -4.92777688297560e-04     1.92192348234474e+02    S
O_{317}(0.5)        3.62006751313106e-01     2.87977946695142e-01     2.43563296575109e-02    -8.11891714553620e-04     1.94968939624449e+02    S
O_{346}(0.5)        9.04047923965742e-02     3.07947354766686e-01     9.87625064068397e-02    -1.61819322300777e-03     1.99791971979294e+02    S
O_{6}(0.6)          6.14604358837056e-01     1.03810482319459e-01     7.24946332304501e-02     5.89669051037992e-02     7.97434883999123e+00    U
O_{112}(0.6)        1.72315418723603e-01     3.57863375577039e-01     1.51122617324477e-01     1.55671747866769e-03     7.59944154031785e+01    U
